ISO|Time|Value
UKR|05/09/2021|2
UKR|05/16/2021|2
UKR|05/23/2021|3
URY|02/21/2021|0
URY|02/28/2021|2
URY|03/07/2021|6
URY|03/14/2021|9
URY|03/21/2021|15
URY|03/28/2021|23
URY|04/04/2021|29
URY|04/11/2021|39
URY|04/18/2021|46
URY|04/25/2021|53
URY|05/02/2021|58
URY|05/09/2021|66
URY|05/16/2021|73
URY|05/23/2021|77
USA|01/03/2021|2
USA|01/10/2021|4
USA|01/17/2021|6
USA|01/24/2021|9
USA|01/31/2021|12
USA|02/07/2021|15
USA|02/14/2021|18
USA|02/21/2021|22
USA|02/28/2021|26
USA|03/07/2021|32
USA|03/14/2021|36
USA|03/21/2021|42
USA|03/28/2021|48
USA|04/04/2021|55
USA|04/11/2021|62
USA|04/18/2021|67
USA|04/25/2021|73
USA|05/02/2021|77
USA|05/09/2021|81
USA|05/16/2021|85
USA|05/23/2021|86
UZB|03/28/2021|0
UZB|04/04/2021|0
UZB|04/11/2021|1
UZB|04/18/2021|1
UZB|04/25/2021|2
UZB|05/02/2021|
UZB|05/09/2021|4
UZB|05/16/2021|4
UZB|05/23/2021|5
VCT|03/14/2021|8
VCT|03/21/2021|9
VCT|03/28/2021|
VCT|04/04/2021|11
VCT|04/11/2021|12
VCT|04/18/2021|12
VCT|04/25/2021|13
VCT|05/02/2021|
VCT|05/09/2021|15
VCT|05/16/2021|17
VEN|02/14/2021|0
VEN|02/21/2021|0
VEN|02/28/2021|0
VEN|03/07/2021|
VEN|03/14/2021|
VEN|03/21/2021|0
VEN|03/28/2021|0
VEN|04/04/2021|
VEN|04/11/2021|1
VEN|04/18/2021|
VEN|04/25/2021|
VEN|05/02/2021|
VEN|05/09/2021|
VEN|05/16/2021|1
VGB|05/16/2021|50
VNM|03/07/2021|0
VNM|03/14/2021|0
VNM|03/21/2021|0
VNM|03/28/2021|0
VNM|04/04/2021|0
VNM|04/11/2021|0
VNM|04/18/2021|0
VNM|04/25/2021|1
VNM|05/02/2021|
VNM|05/09/2021|1
VNM|05/16/2021|1
VNM|05/23/2021|1
WLF|03/21/2021|11
WLF|03/28/2021|28
WLF|04/04/2021|35
WLF|04/11/2021|35
WLF|04/18/2021|36
WLF|04/25/2021|50
WLF|05/02/2021|51
WLF|05/09/2021|51
WLF|05/16/2021|73
WLF|05/23/2021|74
WSM|05/02/2021|4
WSM|05/09/2021|6
WSM|05/16/2021|10
WSM|05/23/2021|14
YEM|05/09/2021|0
ZAF|02/14/2021|0
ZAF|02/21/2021|0
ZAF|02/28/2021|0
ZAF|03/07/2021|0
ZAF|03/14/2021|0
ZAF|03/21/2021|0
ZAF|03/28/2021|0
ZAF|04/04/2021|0
ZAF|04/11/2021|0
ZAF|04/18/2021|
ZAF|04/25/2021|1
ZAF|05/02/2021|1
ZAF|05/09/2021|1
ZAF|05/16/2021|1
ZAF|05/23/2021|1
ZMB|04/11/2021|0
ZMB|04/18/2021|0
ZMB|04/25/2021|0
ZMB|05/02/2021|0
ZMB|05/09/2021|1
ZMB|05/16/2021|1
ZMB|05/23/2021|1
ZWE|02/14/2021|0
ZWE|02/21/2021|0
ZWE|02/28/2021|0
ZWE|03/07/2021|0
ZWE|03/14/2021|0
ZWE|03/21/2021|0
ZWE|03/28/2021|1
ZWE|04/04/2021|2
ZWE|04/11/2021|2
ZWE|04/18/2021|3
ZWE|04/25/2021|4
ZWE|05/02/2021|4
ZWE|05/09/2021|5
ZWE|05/16/2021|6
ZWE|05/23/2021|6
